@RELATION lol_synergy

@ATTRIBUTE champion1 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE champion2 {MonkeyKing,Jax,Shaco,Warwick,Nidalee,Zyra,Brand,Rammus,Corki,Braum,Anivia,Tryndamere,MissFortune,Blitzcrank,Yorick,Xerath,Sivir,Riven,Orianna,Gangplank,Malphite,Poppy,Karthus,Jayce,Nunu,Trundle,Sejuani,Graves,Morgana,Gnar,Lux,Shyvana,Renekton,Fiora,Jinx,Kalista,Fizz,Kassadin,Sona,Irelia,Viktor,Cassiopeia,Maokai,Thresh,Kayle,Hecarim,Khazix,Olaf,Ziggs,Syndra,DrMundo,Karma,Annie,Akali,Leona,Yasuo,Kennen,Rengar,Ryze,Shen,Zac,Pantheon,Swain,Bard,Sion,Vayne,Nasus,TwistedFate,Chogath,Udyr,Lucian,Volibear,Caitlyn,Darius,Nocturne,Zilean,Azir,Rumble,Skarner,Teemo,Urgot,Amumu,Galio,Heimerdinger,Ashe,Velkoz,Singed,Varus,Twitch,Garen,Diana,MasterYi,Elise,Alistar,Katarina,Ekko,Mordekaiser,KogMaw,Aatrox,Draven,FiddleSticks,Talon,XinZhao,LeeSin,Taric,Malzahar,Lissandra,Tristana,RekSai,Vladimir,JarvanIV,Nami,Soraka,Veigar,Janna,Nautilus,Evelynn,Gragas,Zed,Vi,Lulu,Ahri,Quinn,Leblanc,Ezreal}
@ATTRIBUTE victory {WIN,LOSS}

@DATA
Draven,Udyr,WIN
Draven,Kayle,WIN
Draven,Zyra,WIN
Zyra,Renekton,WIN
Zyra,Udyr,WIN
Zyra,Kayle,WIN
Zyra,Draven,WIN
Nasus,Amumu,LOSS
Nasus,Ziggs,LOSS
Nasus,Kalista,LOSS
Nasus,Malphite,LOSS
Amumu,Nasus,LOSS
Amumu,Ziggs,LOSS
Amumu,Kalista,LOSS
Amumu,Malphite,LOSS
Ziggs,Nasus,LOSS
Ziggs,Amumu,LOSS
Ziggs,Kalista,LOSS
Ziggs,Malphite,LOSS
Kalista,Nasus,LOSS
Kalista,Amumu,LOSS
Kalista,Ziggs,LOSS
Kalista,Malphite,LOSS
Malphite,Nasus,LOSS
Malphite,Amumu,LOSS
Malphite,Ziggs,LOSS
Malphite,Kalista,LOSS
Nidalee,Amumu,WIN
Nidalee,Lux,WIN
Nidalee,Graves,WIN
Nidalee,Blitzcrank,WIN
Amumu,Nidalee,WIN
Amumu,Lux,WIN
Amumu,Graves,WIN
Amumu,Blitzcrank,WIN
Lux,Nidalee,WIN
Lux,Amumu,WIN
Lux,Graves,WIN
Lux,Blitzcrank,WIN
Graves,Nidalee,WIN
Graves,Amumu,WIN
Graves,Lux,WIN
Graves,Blitzcrank,WIN
Blitzcrank,Nidalee,WIN
Blitzcrank,Amumu,WIN
Blitzcrank,Lux,WIN
Blitzcrank,Graves,WIN
Lissandra,MonkeyKing,LOSS
Lissandra,Yasuo,LOSS
Lissandra,Sivir,LOSS
Lissandra,Janna,LOSS
MonkeyKing,Lissandra,LOSS
MonkeyKing,Yasuo,LOSS
MonkeyKing,Sivir,LOSS
MonkeyKing,Janna,LOSS
Yasuo,Lissandra,LOSS
Yasuo,MonkeyKing,LOSS
Yasuo,Sivir,LOSS
Yasuo,Janna,LOSS
Sivir,Lissandra,LOSS
Sivir,MonkeyKing,LOSS
Sivir,Yasuo,LOSS
Sivir,Janna,LOSS
Janna,Lissandra,LOSS
Janna,MonkeyKing,LOSS
Janna,Yasuo,LOSS
Janna,Sivir,LOSS
Tryndamere,JarvanIV,WIN
Tryndamere,Viktor,WIN
Tryndamere,Sivir,WIN
Tryndamere,Braum,WIN
JarvanIV,Tryndamere,WIN
JarvanIV,Viktor,WIN
JarvanIV,Sivir,WIN
JarvanIV,Braum,WIN
Viktor,Tryndamere,WIN
Viktor,JarvanIV,WIN
Viktor,Sivir,WIN
Viktor,Braum,WIN
Sivir,Tryndamere,WIN
Sivir,JarvanIV,WIN
Sivir,Viktor,WIN
Sivir,Braum,WIN
Braum,Tryndamere,WIN
Braum,JarvanIV,WIN
Braum,Viktor,WIN
Braum,Sivir,WIN
Gangplank,Vi,LOSS
Gangplank,Ziggs,LOSS
Gangplank,Corki,LOSS
Gangplank,Blitzcrank,LOSS
Vi,Gangplank,LOSS
Vi,Ziggs,LOSS
Vi,Corki,LOSS
Vi,Blitzcrank,LOSS
Ziggs,Gangplank,LOSS
Ziggs,Vi,LOSS
Ziggs,Corki,LOSS
Ziggs,Blitzcrank,LOSS
Corki,Gangplank,LOSS
Corki,Vi,LOSS
Corki,Ziggs,LOSS
Corki,Blitzcrank,LOSS
Blitzcrank,Gangplank,LOSS
Blitzcrank,Vi,LOSS
Blitzcrank,Ziggs,LOSS
Blitzcrank,Corki,LOSS
Lissandra,Pantheon,WIN
Lissandra,Brand,WIN
Lissandra,Draven,WIN
Lissandra,Leona,WIN
Pantheon,Lissandra,WIN
Pantheon,Brand,WIN
Pantheon,Draven,WIN
Pantheon,Leona,WIN
Brand,Lissandra,WIN
Brand,Pantheon,WIN
Brand,Draven,WIN
Brand,Leona,WIN
Draven,Lissandra,WIN
Draven,Pantheon,WIN
Draven,Brand,WIN
Draven,Leona,WIN
Leona,Lissandra,WIN
Leona,Pantheon,WIN
Leona,Brand,WIN
Leona,Draven,WIN
MonkeyKing,FiddleSticks,LOSS
MonkeyKing,Yasuo,LOSS
MonkeyKing,Graves,LOSS
MonkeyKing,Soraka,LOSS
FiddleSticks,MonkeyKing,LOSS
FiddleSticks,Yasuo,LOSS
FiddleSticks,Graves,LOSS
FiddleSticks,Soraka,LOSS
Yasuo,MonkeyKing,LOSS
Yasuo,FiddleSticks,LOSS
Yasuo,Graves,LOSS
Yasuo,Soraka,LOSS
Graves,MonkeyKing,LOSS
Graves,FiddleSticks,LOSS
Graves,Yasuo,LOSS
Graves,Soraka,LOSS
Soraka,MonkeyKing,LOSS
Soraka,FiddleSticks,LOSS
Soraka,Yasuo,LOSS
Soraka,Graves,LOSS
Nidalee,Sejuani,WIN
Nidalee,Lissandra,WIN
Nidalee,Ezreal,WIN
Nidalee,Janna,WIN
Sejuani,Nidalee,WIN
Sejuani,Lissandra,WIN
Sejuani,Ezreal,WIN
Sejuani,Janna,WIN
Lissandra,Nidalee,WIN
Lissandra,Sejuani,WIN
Lissandra,Ezreal,WIN
Lissandra,Janna,WIN
Ezreal,Nidalee,WIN
Ezreal,Sejuani,WIN
Ezreal,Lissandra,WIN
Ezreal,Janna,WIN
Janna,Nidalee,WIN
Janna,Sejuani,WIN
Janna,Lissandra,WIN
Janna,Ezreal,WIN
Lux,Vi,LOSS
Lux,Brand,LOSS
Lux,Graves,LOSS
Lux,Braum,LOSS
Vi,Lux,LOSS
Vi,Brand,LOSS
Vi,Graves,LOSS
Vi,Braum,LOSS
Brand,Lux,LOSS
Brand,Vi,LOSS
Brand,Graves,LOSS
Brand,Braum,LOSS
Graves,Lux,LOSS
Graves,Vi,LOSS
Graves,Brand,LOSS
Graves,Braum,LOSS
Braum,Lux,LOSS
Braum,Vi,LOSS
Braum,Brand,LOSS
Braum,Graves,LOSS
Gangplank,JarvanIV,WIN
Gangplank,Xerath,WIN
Gangplank,Ezreal,WIN
Gangplank,Thresh,WIN
JarvanIV,Gangplank,WIN
JarvanIV,Xerath,WIN
JarvanIV,Ezreal,WIN
JarvanIV,Thresh,WIN
Xerath,Gangplank,WIN
Xerath,JarvanIV,WIN
Xerath,Ezreal,WIN
Xerath,Thresh,WIN
Ezreal,Gangplank,WIN
Ezreal,JarvanIV,WIN
Ezreal,Xerath,WIN
Ezreal,Thresh,WIN
Thresh,Gangplank,WIN
Thresh,JarvanIV,WIN
Thresh,Xerath,WIN
Thresh,Ezreal,WIN
Shyvana,Pantheon,LOSS
Shyvana,Lux,LOSS
Shyvana,Graves,LOSS
Shyvana,Janna,LOSS
Pantheon,Shyvana,LOSS
Pantheon,Lux,LOSS
Pantheon,Graves,LOSS
Pantheon,Janna,LOSS
Lux,Shyvana,LOSS
Lux,Pantheon,LOSS
Lux,Graves,LOSS
Lux,Janna,LOSS
Graves,Shyvana,LOSS
Graves,Pantheon,LOSS
Graves,Lux,LOSS
Graves,Janna,LOSS
Janna,Shyvana,LOSS
Janna,Pantheon,LOSS
Janna,Lux,LOSS
Janna,Graves,LOSS
Chogath,Udyr,WIN
Chogath,Annie,WIN
Chogath,Graves,WIN
Chogath,Soraka,WIN
Udyr,Chogath,WIN
Udyr,Annie,WIN
Udyr,Graves,WIN
Udyr,Soraka,WIN
Annie,Chogath,WIN
Annie,Udyr,WIN
Annie,Graves,WIN
Annie,Soraka,WIN
Graves,Chogath,WIN
Graves,Udyr,WIN
Graves,Annie,WIN
Graves,Soraka,WIN
Soraka,Chogath,WIN
Soraka,Udyr,WIN
Soraka,Annie,WIN
Soraka,Graves,WIN
JarvanIV,LeeSin,LOSS
JarvanIV,Morgana,LOSS
JarvanIV,Ezreal,LOSS
JarvanIV,Sona,LOSS
LeeSin,JarvanIV,LOSS
LeeSin,Morgana,LOSS
LeeSin,Ezreal,LOSS
LeeSin,Sona,LOSS
Morgana,JarvanIV,LOSS
Morgana,LeeSin,LOSS
Morgana,Ezreal,LOSS
Morgana,Sona,LOSS
Ezreal,JarvanIV,LOSS
Ezreal,LeeSin,LOSS
Ezreal,Morgana,LOSS
Ezreal,Sona,LOSS
Sona,JarvanIV,LOSS
Sona,LeeSin,LOSS
Sona,Morgana,LOSS
Sona,Ezreal,LOSS
Fiora,Maokai,WIN
Fiora,Zed,WIN
Fiora,Twitch,WIN
Fiora,Morgana,WIN
Maokai,Fiora,WIN
Maokai,Zed,WIN
Maokai,Twitch,WIN
Maokai,Morgana,WIN
Zed,Fiora,WIN
Zed,Maokai,WIN
Zed,Twitch,WIN
Zed,Morgana,WIN
Twitch,Fiora,WIN
Twitch,Maokai,WIN
Twitch,Zed,WIN
Twitch,Morgana,WIN
Morgana,Fiora,WIN
Morgana,Maokai,WIN
Morgana,Zed,WIN
Morgana,Twitch,WIN
Ryze,Volibear,LOSS
Ryze,Ahri,LOSS
Ryze,Vayne,LOSS
Ryze,Thresh,LOSS
Volibear,Ryze,LOSS
Volibear,Ahri,LOSS
Volibear,Vayne,LOSS
Volibear,Thresh,LOSS
Ahri,Ryze,LOSS
Ahri,Volibear,LOSS
Ahri,Vayne,LOSS
Ahri,Thresh,LOSS
Vayne,Ryze,LOSS
Vayne,Volibear,LOSS
Vayne,Ahri,LOSS
Vayne,Thresh,LOSS
Thresh,Ryze,LOSS
Thresh,Volibear,LOSS
Thresh,Ahri,LOSS
Thresh,Vayne,LOSS
Renekton,Maokai,WIN
Renekton,Veigar,WIN
Renekton,Ezreal,WIN
Renekton,Braum,WIN
Maokai,Renekton,WIN
Maokai,Veigar,WIN
Maokai,Ezreal,WIN
Maokai,Braum,WIN
Veigar,Renekton,WIN
Veigar,Maokai,WIN
Veigar,Ezreal,WIN
Veigar,Braum,WIN
Ezreal,Renekton,WIN
Ezreal,Maokai,WIN
Ezreal,Veigar,WIN
Ezreal,Braum,WIN
Braum,Renekton,WIN
Braum,Maokai,WIN
Braum,Veigar,WIN
Braum,Ezreal,WIN
Vladimir,Pantheon,LOSS
Vladimir,Kassadin,LOSS
Vladimir,Tristana,LOSS
Vladimir,Annie,LOSS
Pantheon,Vladimir,LOSS
Pantheon,Kassadin,LOSS
Pantheon,Tristana,LOSS
Pantheon,Annie,LOSS
Kassadin,Vladimir,LOSS
Kassadin,Pantheon,LOSS
Kassadin,Tristana,LOSS
Kassadin,Annie,LOSS
Tristana,Vladimir,LOSS
Tristana,Pantheon,LOSS
Tristana,Kassadin,LOSS
Tristana,Annie,LOSS
Annie,Vladimir,LOSS
Annie,Pantheon,LOSS
Annie,Kassadin,LOSS
Annie,Tristana,LOSS
Rumble,JarvanIV,WIN
Rumble,KogMaw,WIN
Rumble,Vayne,WIN
Rumble,Blitzcrank,WIN
JarvanIV,Rumble,WIN
JarvanIV,KogMaw,WIN
JarvanIV,Vayne,WIN
JarvanIV,Blitzcrank,WIN
KogMaw,Rumble,WIN
KogMaw,JarvanIV,WIN
KogMaw,Vayne,WIN
KogMaw,Blitzcrank,WIN
Vayne,Rumble,WIN
Vayne,JarvanIV,WIN
Vayne,KogMaw,WIN
Vayne,Blitzcrank,WIN
Blitzcrank,Rumble,WIN
Blitzcrank,JarvanIV,WIN
Blitzcrank,KogMaw,WIN
Blitzcrank,Vayne,WIN
Gnar,Volibear,LOSS
Gnar,Syndra,LOSS
Gnar,Corki,LOSS
Gnar,Thresh,LOSS
Volibear,Gnar,LOSS
Volibear,Syndra,LOSS
Volibear,Corki,LOSS
Volibear,Thresh,LOSS
Syndra,Gnar,LOSS
Syndra,Volibear,LOSS
Syndra,Corki,LOSS
Syndra,Thresh,LOSS
Corki,Gnar,LOSS
Corki,Volibear,LOSS
Corki,Syndra,LOSS
Corki,Thresh,LOSS
Thresh,Gnar,LOSS
Thresh,Volibear,LOSS
Thresh,Syndra,LOSS
Thresh,Corki,LOSS
Gragas,XinZhao,WIN
Gragas,Viktor,WIN
Gragas,Sivir,WIN
Gragas,Thresh,WIN
XinZhao,Gragas,WIN
XinZhao,Viktor,WIN
XinZhao,Sivir,WIN
XinZhao,Thresh,WIN
Viktor,Gragas,WIN
Viktor,XinZhao,WIN
Viktor,Sivir,WIN
Viktor,Thresh,WIN
Sivir,Gragas,WIN
Sivir,XinZhao,WIN
Sivir,Viktor,WIN
Sivir,Thresh,WIN
Thresh,Gragas,WIN
Thresh,XinZhao,WIN
Thresh,Viktor,WIN
Thresh,Sivir,WIN
Chogath,Vi,LOSS
Chogath,Lissandra,LOSS
Chogath,Ezreal,LOSS
Chogath,Alistar,LOSS
Vi,Chogath,LOSS
Vi,Lissandra,LOSS
Vi,Ezreal,LOSS
Vi,Alistar,LOSS
Lissandra,Chogath,LOSS
Lissandra,Vi,LOSS
Lissandra,Ezreal,LOSS
Lissandra,Alistar,LOSS
Ezreal,Chogath,LOSS
Ezreal,Vi,LOSS
Ezreal,Lissandra,LOSS
Ezreal,Alistar,LOSS
Alistar,Chogath,LOSS
Alistar,Vi,LOSS
Alistar,Lissandra,LOSS
Alistar,Ezreal,LOSS
Zac,Diana,WIN
Zac,Irelia,WIN
Zac,Sivir,WIN
Zac,Thresh,WIN
Diana,Zac,WIN
Diana,Irelia,WIN
Diana,Sivir,WIN
Diana,Thresh,WIN
Irelia,Zac,WIN
Irelia,Diana,WIN
Irelia,Sivir,WIN
Irelia,Thresh,WIN
Sivir,Zac,WIN
Sivir,Diana,WIN
Sivir,Irelia,WIN
Sivir,Thresh,WIN
Thresh,Zac,WIN
Thresh,Diana,WIN
Thresh,Irelia,WIN
Thresh,Sivir,WIN
Rengar,Ekko,LOSS
Rengar,Skarner,LOSS
Rengar,Graves,LOSS
Rengar,Leona,LOSS
Ekko,Rengar,LOSS
Ekko,Skarner,LOSS
Ekko,Graves,LOSS
Ekko,Leona,LOSS
Skarner,Rengar,LOSS
Skarner,Ekko,LOSS
Skarner,Graves,LOSS
Skarner,Leona,LOSS
Graves,Rengar,LOSS
Graves,Ekko,LOSS
Graves,Skarner,LOSS
Graves,Leona,LOSS
Leona,Rengar,LOSS
Leona,Ekko,LOSS
Leona,Skarner,LOSS
Leona,Graves,LOSS
MonkeyKing,Maokai,WIN
MonkeyKing,Nidalee,WIN
MonkeyKing,Sivir,WIN
MonkeyKing,Thresh,WIN
Maokai,MonkeyKing,WIN
Maokai,Nidalee,WIN
Maokai,Sivir,WIN
Maokai,Thresh,WIN
Nidalee,MonkeyKing,WIN
Nidalee,Maokai,WIN
Nidalee,Sivir,WIN
Nidalee,Thresh,WIN
Sivir,MonkeyKing,WIN
Sivir,Maokai,WIN
Sivir,Nidalee,WIN
Sivir,Thresh,WIN
Thresh,MonkeyKing,WIN
Thresh,Maokai,WIN
Thresh,Nidalee,WIN
Thresh,Sivir,WIN
Tryndamere,Khazix,LOSS
Tryndamere,Ekko,LOSS
Tryndamere,Quinn,LOSS
Tryndamere,Malphite,LOSS
Khazix,Tryndamere,LOSS
Khazix,Ekko,LOSS
Khazix,Quinn,LOSS
Khazix,Malphite,LOSS
Ekko,Tryndamere,LOSS
Ekko,Khazix,LOSS
Ekko,Quinn,LOSS
Ekko,Malphite,LOSS
Quinn,Tryndamere,LOSS
Quinn,Khazix,LOSS
Quinn,Ekko,LOSS
Quinn,Malphite,LOSS
Malphite,Tryndamere,LOSS
Malphite,Khazix,LOSS
Malphite,Ekko,LOSS
Malphite,Quinn,LOSS
Riven,Maokai,WIN
Riven,Viktor,WIN
Riven,Vayne,WIN
Riven,Bard,WIN
Maokai,Riven,WIN
Maokai,Viktor,WIN
Maokai,Vayne,WIN
Maokai,Bard,WIN
Viktor,Riven,WIN
Viktor,Maokai,WIN
Viktor,Vayne,WIN
Viktor,Bard,WIN
Vayne,Riven,WIN
Vayne,Maokai,WIN
Vayne,Viktor,WIN
Vayne,Bard,WIN
Bard,Riven,WIN
Bard,Maokai,WIN
Bard,Viktor,WIN
Bard,Vayne,WIN
Rammus,LeeSin,LOSS
Rammus,Chogath,LOSS
Rammus,Ezreal,LOSS
Rammus,Thresh,LOSS
LeeSin,Rammus,LOSS
LeeSin,Chogath,LOSS
LeeSin,Ezreal,LOSS
LeeSin,Thresh,LOSS
Chogath,Rammus,LOSS
Chogath,LeeSin,LOSS
Chogath,Ezreal,LOSS
Chogath,Thresh,LOSS
Ezreal,Rammus,LOSS
Ezreal,LeeSin,LOSS
Ezreal,Chogath,LOSS
Ezreal,Thresh,LOSS
Thresh,Rammus,LOSS
Thresh,LeeSin,LOSS
Thresh,Chogath,LOSS
Thresh,Ezreal,LOSS
Irelia,Skarner,WIN
Irelia,Lux,WIN
Irelia,Ashe,WIN
Irelia,Hecarim,WIN
Skarner,Irelia,WIN
Skarner,Lux,WIN
Skarner,Ashe,WIN
Skarner,Hecarim,WIN
Lux,Irelia,WIN
Lux,Skarner,WIN
Lux,Ashe,WIN
Lux,Hecarim,WIN
Ashe,Irelia,WIN
Ashe,Skarner,WIN
Ashe,Lux,WIN
Ashe,Hecarim,WIN
Hecarim,Irelia,WIN
Hecarim,Skarner,WIN
Hecarim,Lux,WIN
Hecarim,Ashe,WIN
Nasus,Maokai,LOSS
Nasus,Ahri,LOSS
Nasus,Ezreal,LOSS
Nasus,Soraka,LOSS
Maokai,Nasus,LOSS
Maokai,Ahri,LOSS
Maokai,Ezreal,LOSS
Maokai,Soraka,LOSS
Ahri,Nasus,LOSS
Ahri,Maokai,LOSS
Ahri,Ezreal,LOSS
Ahri,Soraka,LOSS
Ezreal,Nasus,LOSS
Ezreal,Maokai,LOSS
Ezreal,Ahri,LOSS
Ezreal,Soraka,LOSS
Soraka,Nasus,LOSS
Soraka,Maokai,LOSS
Soraka,Ahri,LOSS
Soraka,Ezreal,LOSS
MasterYi,Maokai,WIN
MasterYi,Ahri,WIN
MasterYi,Ashe,WIN
MasterYi,Lulu,WIN
Maokai,MasterYi,WIN
Maokai,Ahri,WIN
Maokai,Ashe,WIN
Maokai,Lulu,WIN
Ahri,MasterYi,WIN
Ahri,Maokai,WIN
Ahri,Ashe,WIN
Ahri,Lulu,WIN
Ashe,MasterYi,WIN
Ashe,Maokai,WIN
Ashe,Ahri,WIN
Ashe,Lulu,WIN
Lulu,MasterYi,WIN
Lulu,Maokai,WIN
Lulu,Ahri,WIN
Lulu,Ashe,WIN
Nasus,JarvanIV,LOSS
Nasus,Annie,LOSS
Nasus,Graves,LOSS
Nasus,Alistar,LOSS
JarvanIV,Nasus,LOSS
JarvanIV,Annie,LOSS
JarvanIV,Graves,LOSS
JarvanIV,Alistar,LOSS
Annie,Nasus,LOSS
Annie,JarvanIV,LOSS
Annie,Graves,LOSS
Annie,Alistar,LOSS
Graves,Nasus,LOSS
Graves,JarvanIV,LOSS
Graves,Annie,LOSS
Graves,Alistar,LOSS
Alistar,Nasus,LOSS
Alistar,JarvanIV,LOSS
Alistar,Annie,LOSS
Alistar,Graves,LOSS
Hecarim,Evelynn,WIN
Hecarim,Annie,WIN
Hecarim,Sivir,WIN
Hecarim,Braum,WIN
Evelynn,Hecarim,WIN
Evelynn,Annie,WIN
Evelynn,Sivir,WIN
Evelynn,Braum,WIN
Annie,Hecarim,WIN
Annie,Evelynn,WIN
Annie,Sivir,WIN
Annie,Braum,WIN
Sivir,Hecarim,WIN
Sivir,Evelynn,WIN
Sivir,Annie,WIN
Sivir,Braum,WIN
Braum,Hecarim,WIN
Braum,Evelynn,WIN
Braum,Annie,WIN
Braum,Sivir,WIN
Riven,Vi,LOSS
Riven,Lux,LOSS
Riven,Graves,LOSS
Riven,Leona,LOSS
Vi,Riven,LOSS
Vi,Lux,LOSS
Vi,Graves,LOSS
Vi,Leona,LOSS
Lux,Riven,LOSS
Lux,Vi,LOSS
Lux,Graves,LOSS
Lux,Leona,LOSS
Graves,Riven,LOSS
Graves,Vi,LOSS
Graves,Lux,LOSS
Graves,Leona,LOSS
Leona,Riven,LOSS
Leona,Vi,LOSS
Leona,Lux,LOSS
Leona,Graves,LOSS
Vi,Gnar,WIN
Vi,Galio,WIN
Vi,Vayne,WIN
Vi,Thresh,WIN
Gnar,Vi,WIN
Gnar,Galio,WIN
Gnar,Vayne,WIN
Gnar,Thresh,WIN
Galio,Vi,WIN
Galio,Gnar,WIN
Galio,Vayne,WIN
Galio,Thresh,WIN
Vayne,Vi,WIN
Vayne,Gnar,WIN
Vayne,Galio,WIN
Vayne,Thresh,WIN
Thresh,Vi,WIN
Thresh,Gnar,WIN
Thresh,Galio,WIN
Thresh,Vayne,WIN
Trundle,Maokai,LOSS
Trundle,Azir,LOSS
Trundle,Sivir,LOSS
Trundle,Leona,LOSS
Maokai,Trundle,LOSS
Maokai,Azir,LOSS
Maokai,Sivir,LOSS
Maokai,Leona,LOSS
Azir,Trundle,LOSS
Azir,Maokai,LOSS
Azir,Sivir,LOSS
Azir,Leona,LOSS
Sivir,Trundle,LOSS
Sivir,Maokai,LOSS
Sivir,Azir,LOSS
Sivir,Leona,LOSS
Leona,Trundle,LOSS
Leona,Maokai,LOSS
Leona,Azir,LOSS
Leona,Sivir,LOSS
Shen,Volibear,WIN
Shen,Ashe,WIN
Shen,Caitlyn,WIN
Shen,Morgana,WIN
Volibear,Shen,WIN
Volibear,Ashe,WIN
Volibear,Caitlyn,WIN
Volibear,Morgana,WIN
Ashe,Shen,WIN
Ashe,Volibear,WIN
Ashe,Caitlyn,WIN
Ashe,Morgana,WIN
Caitlyn,Shen,WIN
Caitlyn,Volibear,WIN
Caitlyn,Ashe,WIN
Caitlyn,Morgana,WIN
Morgana,Shen,WIN
Morgana,Volibear,WIN
Morgana,Ashe,WIN
Morgana,Caitlyn,WIN
Sion,Gragas,LOSS
Sion,Nidalee,LOSS
Sion,Jinx,LOSS
Sion,Thresh,LOSS
Gragas,Sion,LOSS
Gragas,Nidalee,LOSS
Gragas,Jinx,LOSS
Gragas,Thresh,LOSS
Nidalee,Sion,LOSS
Nidalee,Gragas,LOSS
Nidalee,Jinx,LOSS
Nidalee,Thresh,LOSS
Jinx,Sion,LOSS
Jinx,Gragas,LOSS
Jinx,Nidalee,LOSS
Jinx,Thresh,LOSS
Thresh,Sion,LOSS
Thresh,Gragas,LOSS
Thresh,Nidalee,LOSS
Thresh,Jinx,LOSS
Shyvana,Pantheon,WIN
Shyvana,Anivia,WIN
Shyvana,Vayne,WIN
Shyvana,Leona,WIN
Pantheon,Shyvana,WIN
Pantheon,Anivia,WIN
Pantheon,Vayne,WIN
Pantheon,Leona,WIN
Anivia,Shyvana,WIN
Anivia,Pantheon,WIN
Anivia,Vayne,WIN
Anivia,Leona,WIN
Vayne,Shyvana,WIN
Vayne,Pantheon,WIN
Vayne,Anivia,WIN
Vayne,Leona,WIN
Leona,Shyvana,WIN
Leona,Pantheon,WIN
Leona,Anivia,WIN
Leona,Vayne,WIN
Garen,Diana,LOSS
Garen,Viktor,LOSS
Garen,Corki,LOSS
Garen,Nautilus,LOSS
Diana,Garen,LOSS
Diana,Viktor,LOSS
Diana,Corki,LOSS
Diana,Nautilus,LOSS
Viktor,Garen,LOSS
Viktor,Diana,LOSS
Viktor,Corki,LOSS
Viktor,Nautilus,LOSS
Corki,Garen,LOSS
Corki,Diana,LOSS
Corki,Viktor,LOSS
Corki,Nautilus,LOSS
Nautilus,Garen,LOSS
Nautilus,Diana,LOSS
Nautilus,Viktor,LOSS
Nautilus,Corki,LOSS
Malphite,Vi,WIN
Malphite,Orianna,WIN
Malphite,Ashe,WIN
Malphite,Alistar,WIN
Vi,Malphite,WIN
Vi,Orianna,WIN
Vi,Ashe,WIN
Vi,Alistar,WIN
Orianna,Malphite,WIN
Orianna,Vi,WIN
Orianna,Ashe,WIN
Orianna,Alistar,WIN
Ashe,Malphite,WIN
Ashe,Vi,WIN
Ashe,Orianna,WIN
Ashe,Alistar,WIN
Alistar,Malphite,WIN
Alistar,Vi,WIN
Alistar,Orianna,WIN
Alistar,Ashe,WIN
Hecarim,MonkeyKing,LOSS
Hecarim,Katarina,LOSS
Hecarim,Caitlyn,LOSS
Hecarim,Blitzcrank,LOSS
MonkeyKing,Hecarim,LOSS
MonkeyKing,Katarina,LOSS
MonkeyKing,Caitlyn,LOSS
MonkeyKing,Blitzcrank,LOSS
Katarina,Hecarim,LOSS
Katarina,MonkeyKing,LOSS
Katarina,Caitlyn,LOSS
Katarina,Blitzcrank,LOSS
Caitlyn,Hecarim,LOSS
Caitlyn,MonkeyKing,LOSS
Caitlyn,Katarina,LOSS
Caitlyn,Blitzcrank,LOSS
Blitzcrank,Hecarim,LOSS
Blitzcrank,MonkeyKing,LOSS
Blitzcrank,Katarina,LOSS
Blitzcrank,Caitlyn,LOSS
Renekton,Shen,WIN
Renekton,Fizz,WIN
Renekton,Ashe,WIN
Renekton,Alistar,WIN
Shen,Renekton,WIN
Shen,Fizz,WIN
Shen,Ashe,WIN
Shen,Alistar,WIN
Fizz,Renekton,WIN
Fizz,Shen,WIN
Fizz,Ashe,WIN
Fizz,Alistar,WIN
Ashe,Renekton,WIN
Ashe,Shen,WIN
Ashe,Fizz,WIN
Ashe,Alistar,WIN
Alistar,Renekton,WIN
Alistar,Shen,WIN
Alistar,Fizz,WIN
Alistar,Ashe,WIN
Tryndamere,Olaf,LOSS
Tryndamere,Katarina,LOSS
Tryndamere,Ezreal,LOSS
Tryndamere,Thresh,LOSS
Olaf,Tryndamere,LOSS
Olaf,Katarina,LOSS
Olaf,Ezreal,LOSS
